gender,season,hand,year,college,US.Int,MN,MN.fair,campus ,shower,movies,hair,charities,Swiftie ,exercise,courses,TikTok,procrastinate,sleep,sleep.weekend,HS.GPA,college.GPA, tattoos,traffic.tickets ,text.drive,dom.foot,non.dom.foot,num.heads,num.candies
Female,Winter,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Evening,5,130,20,No,2,4,4,1,7,8,3.6,3.4,0,1,No,135,112,6,71
Male,Summer,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,No,No,Morning,0,40,60,No,1,2,0,2,6.5,6.5,3.67,3.7,0,0,No,54,24,6,98
Female,Fall,Right,Freshman,College of Liberal Arts (CLA),International,No,No,No,Depends,1,100,100,No,1,5,3,1,9,9,NA,NA,0,-1,No,120,75,6,80
Male,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,No,Morning,3,50,150,No,2,4,2,2,6,8,3.9,3.8,0,0,No,63,57,6,111
Female,Spring,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Yes,Depends,6,250,10,Yes,0.5,3,2,2,8,9,3.8,3.6,0,0,No,2.18,1.46,3,60
Female,Fall,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,Yes,Morning,2,200,0,No,2,4,1,1,8,10,3.9,3,0,0,Yes,180,120,5,33
Female,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,Yes,Depends,5,0,0,No,1,3,2,3,7,7,4,3.5,0,0,Yes,65,45,6,55
Male,Summer,Both,Junior,College of Liberal Arts (CLA),U.S.,No,Yes,No,Depends,1,40,0,Yes,6,2,2,5,7,8,3.6,3,0,0,Yes,220,210,4,62
Female,Fall,Right,Freshman,Other,U.S.,Yes,No,Yes,Depends,0,0,0,No,2,4,0,2,7,9,3.8,NA,0,0,Yes,300,300,8,63
Female,Fall,Left,Sophomore,College of Liberal Arts (CLA),U.S.,No,Yes,No,Depends,1 0,270,100,I am not sure,1,4,2.5,4,7,9,3.98,3.9,5,1,Yes,61,22,6,120
Male,Winter,Right,Freshman,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Yes,Morning,1,20,100,No,3,3,0,2,7,9,4,NA,0,0,No,110,45,6,67
Male,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,Yes,No,Morning,2,40,0,No,1,2,0,1,7,8,3.2,NA,13,0,Yes,30,58,5,124
Female,Fall,Right,Senior,College of Biological Sciences (CBS),U.S.,Yes,No,No,Evening,12,80,0,No,1,10,5,24,8,10,3.8,3.2,9,2,No,123,70,5,75
Female,Fall,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Depends,3,120,0,No,1,4,2,3,7,7,3.963,3.6,1,0,Yes,240,240,8,56
Female,Summer,Right,Junior,College of Biological Sciences (CBS),U.S.,No,Yes,No,Evening,2,25,0,No,3,5,2,1,7,9,4,3.97,0,0,No,99,62,6,80
Male,Summer,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,No,Morning,1 0,45,0,No,1,3,2,4,8,10,3.8,3,0,1,No,46,32,6,96
Female,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,No,Morning,1,50,0,No,2,10,3,3,8,8,3.72,3.4,0,0,No,132,93,3,30
Male,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Yes,Morning,6,30,0,No,1.5,0,1.5,2,7,9,3.87,NA,0,0,No,173,111,4,77
Female,Summer,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,No,Evening,3,65,20,No,2,3,1,2,6,9,3.5,3.7,5,0,No,115,109,5,125
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Morning,5,40,0,No,2,3,1,1,8,10,3.8,NA,0,0,No,25,28,5,58
Male,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Morning,6,20,0,No,3,3,0,2,8,9,3.4,3,3,0,No,80,45,6,40
Male,Summer,Right,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Yes,Depends,3,0,0,No,2,4,0,0.75,7,8,3.9,3.151,0,1,No,53,104,4,64
Male,Spring,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Yes,Depends,5,70,0,No,1,1,0,3,7,10,3.5,3.69,0,0,No,60,50,6,55
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,Yes,Morning,7,30,50,No,1,2,0,1,8,9,3.4,NA,0,0,Yes,100,50,4,65
Female,Spring,Right,Sophomore,College of Liberal Arts (CLA),U.S.,No,Yes,Yes,Evening,2,0,0,No,2,3,8,8,6,10,3.9,3.4,0,0,No,187,124,6,68
Male,Summer,Right,Sophomore,Other,U.S.,Yes,No,Yes,Depends,7,20,3,Yes,1.5,2.5,0.5,1.5,8.5,9.5,3.342,3.1,0,0,No,248,147,3,109
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,Yes,Morning,0,40,0,No,1,3,2,1,6.5,9,3.45,NA,0,1,No,57,54,6,1
Nonbinary/Genderqueer,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,No,Yes,Depends,0,40,150,No,1,6,0,4,7,9,3.5,NA,0,0,No,78,47,8,132
Male,Fall,Right,Sophomore,Other,U.S.,Yes,No,No,Depends,3,10,0,No,1,2,1,2,8,9,3.98,3.79,0,-1,No,33,42,3,45
Male,Fall,Right,Sophomore,College of Liberal Arts (CLA),U.S.,No,Yes,No,Morning,4,40,0,No,1.5,2,2,3,7,10,4,3.8,0,0,Yes,20,18,4,63
Female,Spring,Right,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,Yes,Depends,3,30,10,No,1.5,3,2,2,7,8,3.8,3.1,0,1,Yes,112,120,4,45
Male,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,No,Yes,Yes,Depends,1,40,1,No,2,2,2,4,8,10,3.6,3.2,0,0,Yes,NA,30,4,78
transfeminine,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,No,Morning,0,90,20,No,1.5,4,0.5,4,7,7,3.85,NA,0,-1,No,130,133,4,130
Female,Spring,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Depends,3,30,0,No,0,6,5,5,7,5,3.7,3.4,0,0,No,52,37,3,120
Female,Summer,Right,Sophomore,Other,U.S.,Yes,No,No,Evening,3,100,200,Yes,2,4,1,1,8,7,3.94,3.9,0,0,No,60,52,6,63
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,No,Yes,Morning,3,30,2,No,1.5,3,2,1,8.5,8.5,3.8,NA,0,0,No,60,40,6,182
Male,Spring,Right,Sophomore,College of Liberal Arts (CLA),International,No,No,Yes,Evening,1 0,0,0,No,1,6,2,1,7,8,4,3.4,0,0,No,30,20,7,60
Male,Spring,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Depends,3,20,0,No,1,1,1,20,7,9,3.2,2.8,0,8,Yes,100,100,6,97
Female,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,No,Yes,Depends,2,20,20,No,1,3,3,4,7,10,3.9,2.5,6,0,No,132,121,6,46
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,Yes,Morning,3,30,0,No,3,2,0.5,1,8,10,3.65,NA,0,0,No,31,36,3,76
Female,Summer,Right,Sophomore,College of Liberal Arts (CLA),International,No,No,No,Depends,2,30,0,No,0.5,3,3,3,8,10,3.3,3.5,0,0,No,20,15,4,24
Female,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,Yes,Evening,6,200,10,Yes,1,3,2,1.5,8,7,3.5,NA,0,0,No,300,180,5,450
Female,Fall,Right,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,No,Morning,1,15,480,No,1,3,1,3,7,9,3.8,3.2,8,1,No,5,4,5,95
Female,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Evening,1 0,200,200,No,1,5,2,4,8,10,3.5,NA,0,0,No,112,90,4,124
Female,Summer,Left,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Yes,Morning,5,200,200,Yes,2,6,0.5,1,4,4,4,3.33,1,0,Yes,527,486,5,207
Male,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,No,Yes,Depends,2,55,0,No,1.5,4,0.5,1,7,9,3.56,NA,0,1,No,73,60,6,53
Female,Fall,Right,Junior,College of Liberal Arts (CLA),U.S.,No,Yes,No,Evening,4,60,0,Yes,1,2.5,4,3,8,5,3.89,3.81,2,0,Yes,180,120,3,64
Male,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Yes,Depends,2,50,500,No,2,3,1,3,7,9,4,3.85,0,0,No,150,125,6,68
Male,Spring,Right,Others (PSEO or Post graduate),Other,U.S.,Yes,Yes,No,Evening,2,40,0,No,2,4,2,1,7,8,4,NA,0,0,No,155,60,4,120
Female,Winter,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,No,Evening,4,50,0,No,1,5,0,2,7,9,4,3.6,0,0,No,120,74,6,65
Female,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Yes,Depends,5,25,0,Yes,1,4,1,2,7,8,4,4,3,1,No,167,41,4,167
Male,Summer,Right,Freshman,Other,U.S.,Yes,Yes,Yes,Evening,0,50,0,No,1,3,3,4,7,9,3.6,NA,3,0,Yes,133,96,6,62
Female,Fall,Right,Sophomore,College of Liberal Arts (CLA),Prefer not to answer,Yes,No,No,Morning,3,10,0,Yes,1.06666667,5,0,4,5.6,6.4,3.5,2.5,0,0,No,5,3,5,42
Male,Summer,Left,Junior,Other,U.S.,Yes,Yes,No,Morning,3,90,0,No,4,5,2,4,6,8,NA,3.012,1,3,Yes,90,60,7,67
Male,Winter,Right,Sophomore,College of Liberal Arts (CLA),U.S.,No,Yes,No,Morning,1 0,0,0,No,1,5,2,3,7,8,3.5,3.7,1,0,Yes,70,60,7,82
Male,Summer,Right,Junior,College of Science of Engineering (CSE),U.S.,Yes,Yes,No,Depends,3,35,0,No,1,2,0,4,5,8,3.9,3.5,0,2,Yes,30,15,3,62
Female,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Morning,6,80,0,No,3,4,2,3,8,9,3.4,3.2,0,0,No,37,17,4,130
Female,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,Yes,Depends,1,40,30,No,1,4,4,2,8,7,3.7,3.7,0,0,No,2,1,4,48
Female,Spring,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Yes,Evening,3,45,0,No,2,4,3,5,7,6,3.5,NA,0,0,No,25,10,8,54
Male,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,No,No,Morning,8,0,0,No,1,4,0,6,6,8,3.6,2,0,0,No,105,93,3,75
Female,Fall,Right,Senior,College of Biological Sciences (CBS),U.S.,Yes,Yes,No,Depends,2,35,2,No,1,3,0,1,7,10,3.8,2.7,0,0,No,8,5,3,160
Male,Summer,Right,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Yes,Morning,5,0,0,No,1,3,1,2,7,11,3.7,2.8,0,1,Yes,50,9,7,34
Female,Spring,Right,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,No,Evening,2,31,0.03,No,1.5,1.5,0.25,0.25,8,8.5,3.8,3.6,0,2,No,300,150,6,69
Male,Summer,Right,Junior,College of Liberal Arts (CLA),International,No,Yes,No,Morning,3,40,400,Yes,2,3,2,0,7,9,3.5,3.3,0,1,No,60,50,3,100
Male,Summer,Right,Junior,College of Liberal Arts (CLA),International,No,No,No,Morning,7,25,50,No,2,4,2,4,8,9,3.78,3.2,0,-1,No,10,7,7,24
Female,Fall,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,Prefer not to answer,Evening,6,189.75,0,No,1,5,0,2,8.5,8.5,3.2,3.58,0,0,No,296.8,166.6,4,61
Female,Fall,Right,Others (PSEO or Post graduate),College of Biological Sciences (CBS),U.S.,Yes,No,No,Evening,3,210,150,Yes,2,3,1,0.5,7,10,4,3.8,0,1,No,90,45,6,78
Male,Summer,Right,Senior,College of Liberal Arts (CLA),U.S.,No,Yes,Yes,Depends,4,23,0,No,6,8,5,5,8,9,3.6,3.32,0,2,No,20,15,7,65
Male,Fall,Right,Sophomore,College of Liberal Arts (CLA),International,No,No,No,Evening,3,30,1000,I am not sure,3,5,1,1,8,9,3.8,3.9,0,-1,No,5,3,1,35
Female,Spring,Right,Junior,College of Science of Engineering (CSE),U.S.,Yes,No,No,Evening,0,150,5,No,1,5,1,1,9,9,4,3.95,0,1,No,20,15,4,78
Female,Spring,Right,Freshman,College of Liberal Arts (CLA),International,No,Yes,Yes,Depends,5,100,0,No,1,5,0,2,7.5,8,NA,3.8,0,0,Yes,10,5,6,50
Male,Summer,Left,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Yes,Depends,2,40,0,I am not sure,1,4,2,0,11,12,3.8,4,0,0,No,60,60,4,46
Male,Spring,Right,Junior,College of Liberal Arts (CLA),U.S.,No,Yes,No,Evening,3,270,0,No,3,2,1,6,7,10,3.8,3.5,0,0,No,50,35,6,48
Female,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,Prefer not to answer,No,No,Morning,4,190,700,No,2,4,3,NA,5,8,3.4,NA,0,-1,No,99,59,9,160
Female,Fall,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Depends,2,0,0,No,2,2,2,4,8,8,3.2,2.92,1,0,No,52,74,3,52
Female,Spring,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,No,Morning,2,80,20,No,1,4,2,3,5,8,3.9,3.55,4,0,No,336,305,4,92
Female,Fall,Right,Sophomore,Other,U.S.,No,No,Yes,Depends,3,50,0,No,1,5,1,0,7,9,3.5,NA,5,0,No,60,60,5,30
Female,Fall,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Yes,Evening,3,270,0,Yes,1,2,3,2,8,8,3.7,3.75,0,0,Yes,159,68,6,75
Prefer not to answer,Winter,Right,Junior,Other,U.S.,Yes,Yes,Yes,Evening,1 0,40,0,No,1.5,4,2,2,8,10,3.8,3.77,0,-1,No,60,54,7,60
Male,Winter,Right,Sophomore,College of Science of Engineering (CSE),U.S.,Yes,Yes,No,Evening,1,20,5,No,10,12,20,20,7,8,3.7,3.1,0,0,Yes,20,22,7,110
Female,Fall,Right,Freshman,Other,U.S.,Yes,Yes,Yes,Morning,0,0,0,I am not sure,1,2,2,0,7,9,3.8,NA,0,0,No,50,30,4,52
Female,Winter,Right,Freshman,College of Biological Sciences (CBS),U.S.,Yes,Yes,No,Depends,2,10,60,No,10,6,8,2,7,6,4,NA,0,0,No,30,20,7,350
Male,Fall,Right,Freshman,Other,U.S.,No,No,Yes,Evening,2,0,0,No,3,5,2,2,7,9,3.7,NA,0,0,No,120,120,6,330
Male,Summer,Left,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Yes,Evening,7,20,100,No,2,3,0,2,7,8,3.5,3.7,0,2,Yes,51,42,6,56
Male,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,No,Morning,2,0,0,No,1,6.7,1,4,7.5,9,4,3.5,0,0,Yes,82,60,4,59
Female,Fall,Right,Senior,College of Biological Sciences (CBS),U.S.,No,Yes,Yes,Depends,3,150,70,No,1,5,1.5,2,7,7,4,3.3,2,1,No,56,48,4,177
Male,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,No,No,Yes,Morning,2,50,0,No,2,6,1,2,6,8,3.8,3.567,0,0,No,42,15,3,74
Male,Summer,Right,Senior,College of Biological Sciences (CBS),U.S.,Yes,No,No,Morning,9,35,100,No,1,6,2,0,7,6,3.94,3.69,0,1,No,120,100,6,80
Female,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Yes,Depends,8,12,5,No,1,3,1,4,8,10,3.95,2.99,0,2,No,152,612,6,144
Female,Spring,Right,Freshman,College of Biological Sciences (CBS),U.S.,Yes,Yes,No,Evening,0,60,200,No,2,3,3,2,7,9,3.8,NA,0,1,Yes,332,156,8,242
Female,Summer,Left,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,No,Depends,3,80,50,No,3,5,0,2,8,7,4,3.85,0,0,No,66,34,3,83
Male,Fall,Right,Freshman,College of Liberal Arts (CLA),International,No,No,No,Evening,0,8,0,No,1,6,0,1,7,9,3.6,NA,0,-1,No,40,28,7,70
Female,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,No,Yes,Evening,3,350,2,No,4,4,2,4,7,9,3.7,NA,0,1,No,92,64,4,34
Male,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,No,Morning,3,50,0,No,2,3,2.5,15,8,11,3.5,3.52,0,0,Yes,120,120,3,62
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,Yes,Evening,2,30,10,No,3,2,1,4,9,9,3.7,3.9,0,-1,No,412,370,7,67
Male,Winter,Right,Sophomore,Other,U.S.,Yes,Yes,No,Depends,3,50,0,No,2,6,0,3,6,8,2.5,3.5,20,0,No,10,10,6,250
Male,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,No,Evening,0,21,0,No,1,3,2,24,7,9,3.35,NA,0,0,No,67,67,6,67
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),International,No,Other,No,Morning,1,5,0,No,2,3,1,0,8,9,3.8,3.9,0,0,No,40,30,6,82
Female,Spring,Right,Senior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Yes,Evening,3,0,20,Yes,1,6,2,0.5,7,7,3.94,3.56,0,0,No,90,40,4,94
Male,Spring,Right,Junior,College of Liberal Arts (CLA),International,No,No,No,Evening,1,10.96,0,No,0.5,10,1,3,6,8,3.2,3.56,0,2,Yes,16,30,6,50
Male,Fall,Left,Senior,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Depends,3,15,100,No,3,4,6,1,7,8,3.7,3.06,0,0,Yes,35,33,4,50
Female,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,No,Yes,Evening,6,52,200,Yes,1,3,2,2,8,8,4,NA,1,0,No,63,58,4,44
Male,Spring,Right,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,Yes,Morning,6,45,0,No,3,6,1,1,6,9,4,3.8,0,0,No,64,20,6,67
Female,Fall,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,No,Depends,1,0,150,No,0,6,1,4,6,9,3.87,2.7,0,-1,No,29.39,40.27,6,624
Female,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,No,Yes,Depends,4,21,10,I am not sure,1,2.5,1,1,7,9,3.6,NA,0,-1,No,74,69,6,65
Female,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,No,Depends,4,25,10,Yes,2,3,4,2,9,9,3.7,3.7,0,-1,No,20,20,4,342
Female,Fall,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Depends,2,100,150,No,1.5,2,5,3,5,9,2.8,3.8,0,0,Yes,26,19,4,42
Male,Fall,Right,Freshman,College of Science of Engineering (CSE),U.S.,Yes,No,Yes,Depends,6,30,5,No,1,5,4,3,7,5,3.92,NA,0,0,Yes,80,50,2,85
Female,Summer,Right,Junior,Other,U.S.,Yes,Yes,No,Evening,5,115,0,No,2,5,7,9,5,6.5,3.8,3,3,1,No,42,36,6,36
Male,Winter,Right,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,No,Evening,3,20,0,No,1,3,0,2,9,9,3.17,3.4,0,1,No,76,47,8,70
Female,Fall,Left,Junior,College of Biological Sciences (CBS),U.S.,No,No,Yes,Depends,2,40,0,No,10,6.5,0.5,1.5,6,8,3.9,2.95,1,1,Yes,90,75,6,62
Female,Fall,Right,Junior,College of Liberal Arts (CLA),U.S.,No,Yes,No,Evening,7,60,0,No,1,2,3,3,6,9,3.9,2.9,0,0,No,113,102,5,56
Female,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,No,Depends,3,120,5,No,0.75,2,0,1,7.5,8,3.99,4,0,0,No,474,463,7,80